total_num_steps,causal_influence_kl_agent0,causal_influence_kl_agent1,causal_influence_kl_mean,causal_influence_value_sensitivity_agent0,causal_influence_value_sensitivity_agent1,causal_influence_value_sensitivity_mean
550400,0.09073180429637433,0.1889896463509649,0.1398607253236696,0.5967431366443634,0.5960858188569546,0.596414477750659
582400,0.14779934962280095,0.165891873575747,0.15684561159927396,0.21017949551343917,0.20489412903785706,0.20753681227564813
614400,0.1797575263120234,0.14332898046821355,0.1615432533901185,0.9336523008346558,0.9402787040919065,0.9369655024632811
646400,0.25079305917723105,0.10644250679761172,0.17861778298742137,1.2808991813659667,1.347296388745308,1.3140977850556372
678400,0.0968168402928859,0.03243500141426921,0.06462592085357755,1.3602891959249974,1.3958150181174278,1.3780521070212126
710400,0.13777774527668954,0.030699668289162218,0.08423870678292587,1.3518691505491733,1.350706283301115,1.3512877169251443
742400,0.19190618462860584,0.08373746100813151,0.1378218228183687,1.3572411829233169,1.3515980488061905,1.3544196158647537
774400,0.18143770662136377,0.08379229046404361,0.1326149985427037,1.2883391392230987,1.2915665695071221,1.2899528543651104
806400,0.1515620281547308,0.09243257828056813,0.12199730321764946,0.6156280502304434,0.618314240835607,0.6169711455330252
838400,0.21125532949343323,0.21265920324716717,0.2119572663703002,1.3413970379531384,1.356315585821867,1.3488563118875025
870400,0.1475315305730328,0.12246830124408006,0.13499991590855642,0.18558393094688655,0.13186217829585076,0.15872305462136865
902400,0.14966344011947513,0.155265002399683,0.15246422125957906,1.2643956884741783,1.278473278582096,1.2714344835281373
934400,0.11218901060987264,0.16797669135034085,0.14008285098010675,0.4591907611489296,0.44561676889657975,0.4524037650227547
966400,0.3882988141104579,0.1608149816095829,0.2745568978600204,1.527489098906517,1.5172963412106037,1.5223927200585603
998400,0.17524874316528438,0.2333255633711815,0.20428715326823293,2.1989040225744247,2.187394706308842,2.1931493644416333
1030400,0.3134250746667385,0.5059033288434148,0.4096642017550767,0.9875703218579293,0.9686791288852692,0.9781247253715992
1062400,0.633178909085691,0.32529584909789266,0.4792373790917918,1.9800620049238205,1.970840012282133,1.9754510086029766
1094400,0.02964426884893328,0.06467466477304697,0.04715946681099012,0.39096166178584096,0.3740860689431429,0.3825238653644919
1126400,0.13912117339670657,0.29252108225598933,0.21582112782634794,0.9515735486149788,0.9236741685867309,0.9376238586008548
1158400,0.17766463907901198,0.2141546458378434,0.19590964245842768,1.9488899999856948,1.9305530682206153,1.939721534103155
1190400,0.05640674172667787,0.1818766688555479,0.11914170529111288,0.7834206892549992,0.6918946421891451,0.7376576657220721
1222400,0.202674030251801,0.1058817401342094,0.1542778851930052,1.002295741736889,1.0382321132719516,1.0202639275044203
1254400,0.23071206957101822,0.14436173383146525,0.18753690170124174,1.2602760969102382,1.283439886868,1.271857991889119
1286400,0.2057756794244051,0.373691624365747,0.28973365189507605,0.4597737342119217,0.4990337374806404,0.47940373584628104
1318400,0.3557333523966372,0.3336924016289413,0.3447128770127893,0.308628900423646,0.3118213292956352,0.3102251148596406
1350400,0.3253392858430743,0.5856563293933869,0.45549780761823055,0.438287545889616,0.4716959415376186,0.4549917437136173
1382400,0.1684509329870343,0.7109290378540755,0.4396899854205549,0.9842418936640024,0.9341981893032789,0.9592200414836407
1414400,0.21116105809807778,1.1324665497615933,0.6718138039298356,1.3068272584676743,1.3071645617485046,1.3069959101080895
1446400,1.0165827569365502,1.2145391829311847,1.1155609699338673,0.6453319907188415,0.7051522973179817,0.6752421440184115
1478400,0.11332297710701823,1.0621187521889806,0.5877208646479994,1.1318955816328526,1.1332446986436844,1.1325701401382684
1510400,0.6410128267109394,1.4190246391296386,1.030018732920289,0.27325556471943857,0.2839652933180332,0.2786104290187359
1542400,0.22210312340408564,0.7368635874986649,0.47948335545137527,1.2155307564139366,1.1967913165688515,1.2061610364913942
1574400,0.9918379121925682,2.1974043710529805,1.5946211416227745,0.0790887288749218,0.07725437745451927,0.07817155316472053
1606400,1.285500979423523,1.3988677829504013,1.342184381186962,0.07508477993309498,0.07117305770516395,0.07312891881912947
1638400,1.3718852132558823,1.781516978442669,1.5767010958492755,1.0125370725989342,0.9836485530436039,0.998092812821269
1670400,0.891392114162445,2.098796940892935,1.49509452752769,0.13596384190022945,0.1648974148929119,0.15043062839657068
1702400,0.6259927405416965,2.12783884100616,1.3769157907739282,0.36271719679236414,0.342977309897542,0.35284725334495304
1734400,1.1669264814257623,0.5869858409464359,0.8769561611860991,0.011763643994927407,0.010082285478711128,0.010922964736819267
1766400,0.8965889857709408,1.5274377058818935,1.212013345826417,0.574752539396286,0.5609324473142624,0.5678424933552741
1798400,1.401133809685707,0.31108909882605074,0.856111454255879,1.2719050365686417,1.283950636982918,1.2779278367757798
1830400,1.2230055963993072,0.4240886114770547,0.823547103938181,1.3957572847604751,1.37503908932209,1.3853981870412826
1862400,0.8827540728449822,0.9892468046583235,0.9360004387516528,0.0772800293751061,0.04425952507182956,0.060769777223467825
1894400,1.540484123378992,0.7360836389660835,1.1382838811725378,0.43087084352970123,0.44968780428171157,0.4402793239057064
1926400,1.8835899205505848,0.39367375828325746,1.138631839416921,0.061617022827267644,0.06246465183794499,0.06204083733260632
1958400,0.9303145414590835,1.8190570017695427,1.374685771614313,1.0211709596961738,1.0209331753104924,1.0210520675033332
1990400,1.370002762824297,0.2858806883916259,0.8279417256079614,0.24839793846011163,0.2272182385623455,0.23780808851122856
