total_num_steps,causal_influence_kl_agent0,causal_influence_kl_agent1,causal_influence_kl_mean,causal_influence_value_sensitivity_agent0,causal_influence_value_sensitivity_agent1,causal_influence_value_sensitivity_mean
6400,0.0029699088423512875,0.0048513882281258705,0.003910648535238579,0.37764103382825853,0.3563912716880441,0.3670161527581513
38400,0.007263445034623146,0.019011952632572503,0.013137698833597824,1.812257551252842,1.855332016646862,1.833794783949852
70400,0.018881017239764333,0.03256814045831561,0.02572457884903997,0.3347438067942858,0.3515602209419012,0.34315201386809346
102400,0.04605778540484607,0.019383207539794965,0.03272049647232052,0.135753425732255,0.14695242762565613,0.14135292667895555
134400,0.026030195178464055,0.0187364083644934,0.02238330177147873,0.20419586792588235,0.19568731896579267,0.1999415934458375
166400,0.04091372901108116,0.0405426830239594,0.04072820601752028,0.5532802852988243,0.5575546199828386,0.5554174526408315
198400,0.05827852742746473,0.06559745710343122,0.06193799226544797,0.141392518915236,0.1553282720874995,0.14836039550136776
230400,0.13493498973548412,0.11914277829229832,0.1270388840138912,0.24171054601669312,0.2654727528989315,0.2535916494578123
262400,0.06832496128976345,0.11462305711582303,0.09147400920279325,0.8428904542326927,0.8628343378007411,0.852862396016717
294400,0.13526241226121782,0.11880218604579568,0.12703229915350675,0.6627398833073675,0.6584327181102708,0.6605863007088192
326400,0.09481632494367659,0.20854753691703082,0.1516819309303537,0.16353400453925132,0.1683300969004631,0.16593205071985723
358400,0.17764407590962947,0.1564029927738011,0.1670235343417153,0.11781794875860215,0.1405978339165449,0.12920789133757352
390400,0.23325981188565492,0.24111781269311905,0.23718881228938699,0.4442482018470764,0.4495853850245476,0.44691679343581203
422400,0.2369070418179035,0.2487842796370387,0.2428456607274711,0.6275369477272034,0.6215924815833569,0.6245647146552802
454400,0.2571894846856594,0.2802102163713425,0.268699850528501,0.34691014140844345,0.3209159024059772,0.33391302190721034
486400,0.32324222423136234,0.17472427641972899,0.24898325032554566,0.28711589068174365,0.2813396070152521,0.2842277488484979
518400,0.18793235862627625,0.16533070374280215,0.1766315311845392,0.4351424250006676,0.45076839745044706,0.4429554112255573
