total_num_steps,causal_influence_kl_agent0,causal_influence_kl_agent1,causal_influence_kl_mean,causal_influence_value_sensitivity_agent0,causal_influence_value_sensitivity_agent1,causal_influence_value_sensitivity_mean
6400,0.00746485548093915,0.006104577044025064,0.006784716262482107,0.23831461796537043,0.24119580782949923,0.23975521289743484
38400,0.036306761372834444,0.05256671329960227,0.044436737336218356,0.8091408801078797,0.7357946765422821,0.7724677783250808
70400,0.024830272803083062,0.02388242173939943,0.024356347271241245,2.0275645235180857,2.010547736287117,2.0190561299026015
102400,0.010991478613577783,0.018012364441528917,0.01450192152755335,0.6882789915800095,0.6534135663509368,0.6708462789654732
134400,0.12179812896996736,0.12617536704987287,0.12398674800992011,0.024552315548062323,0.034018177166581155,0.02928524635732174
166400,0.2680292508006096,0.26112648472189903,0.2645778677612543,1.5472082406282426,1.5451760911941528,1.5461921659111977
198400,0.14453293953090907,0.18795482940971853,0.1662438844703138,1.0290733107924461,1.0008649376034737,1.01496912419796
230400,0.236722968891263,0.126428478397429,0.181575723644346,0.9178849574923515,0.9344090104103089,0.9261469839513302
262400,0.233846939727664,0.2242835931107402,0.2290652664192021,0.6617227728664875,0.6556648987531662,0.6586938358098269
294400,0.2919232022017241,0.22433418694883586,0.25812869457528,0.5792973858118057,0.5683248779177665,0.573811131864786
326400,0.32886101566255094,0.21012851463630797,0.26949476514942944,0.6464816778898239,0.6442584639787674,0.6453700709342957
358400,0.10545712403953075,0.3538716574013233,0.22966439072042705,0.08533103547990323,0.07798857040703297,0.0816598029434681
390400,0.24035251898691057,0.2734870124235749,0.2569197657052428,0.40250797629356383,0.4292433003336191,0.4158756383135915
422400,0.4025513606145978,0.21020067192614078,0.30637601627036926,0.5871543455123901,0.5939520037174225,0.5905531746149063
454400,0.1295180199854076,0.20871240850538014,0.16911521424539389,0.2388424750417471,0.2755997927486897,0.2572211338952184
486400,0.15868277046829463,0.14600062081590295,0.1523416956420988,0.470280818939209,0.46588836550712587,0.46808459222316745
518400,0.23728466898202896,0.14965490110218524,0.1934697850421071,0.13992571853101254,0.1504231195896864,0.14517441906034947
550400,0.11794277409091591,0.21547412160784007,0.166708447849378,0.5944198426604271,0.5913945516943931,0.5929071971774101
582400,0.581915730535984,0.2818914014101028,0.4319035659730434,0.748470242023468,0.755517824292183,0.7519940331578254
614400,0.513897257745266,0.3980194816738367,0.45595836970955134,0.02647217780351639,0.07747960418462753,0.05197589099407196
646400,0.6815272776782513,0.5793872124701739,0.6304572450742125,0.11485426887869835,0.1794823820888996,0.147168325483799
678400,0.6453125503659248,0.677766303010285,0.661539426688105,0.7996778294444085,0.8133042821288109,0.8064910557866096
710400,0.5280793197453022,0.5368040853738785,0.5324417025595903,0.6557520055770873,0.7167228430509567,0.686237424314022
742400,0.24947195500135422,0.9244164656102657,0.58694421030581,1.2280887409299612,1.2211639350652694,1.2246263379976154
774400,0.11922951497137546,0.5552632078528404,0.33724636141210795,0.36675262182950974,0.3698109981417656,0.36828180998563764
806400,0.1579682464711368,0.5719876170158387,0.36497793174348775,0.9030612020939589,0.9137683986127376,0.9084148003533483
838400,0.22315348580479621,0.8806884205341339,0.5519209531694651,0.8244513675570488,0.8776435828208924,0.8510474751889706
870400,1.0572525259014218,0.1798034490644932,0.6185279874829575,1.1224023428559304,1.1304274931550027,1.1264149180054666
902400,0.5995941641181708,0.9036608722805977,0.7516275181993842,0.8392964285612107,0.8397139167785644,0.8395051726698876
934400,0.6738647612556815,1.22961190700531,0.9517383341304957,0.809866184592247,0.8754725402593613,0.8426693624258041
966400,0.6840891164541244,0.7065879632532597,0.695338539853692,0.040761279836297036,0.029007837548851965,0.0348845586925745
998400,0.4860577499866486,0.9560545510053635,0.721056150496006,0.25800716191530226,0.27065719813108446,0.26433218002319336
1030400,0.5910561914369464,0.7454239571094513,0.6682400742731989,0.41156336218118666,0.42934356689453124,0.4204534645378589
1062400,0.5285219815373421,0.38834797620773315,0.4584349788725376,0.13792037092149256,0.177542959228158,0.15773166507482528
1094400,1.003260303735733,0.3460550797358155,0.6746576917357743,0.5506507641077042,0.5660364893078804,0.5583436267077924
1126400,0.6480213989876211,0.7298543893545866,0.6889378941711038,0.39034607604146004,0.40934197559952734,0.3998440258204937
1158400,0.715377547442913,1.4827040767669677,1.0990408121049404,0.6386746346950531,0.6337995433807373,0.6362370890378952
1190400,0.2623812898993492,0.39885148376226426,0.33061638683080674,0.6320304468274116,0.6404656392335891,0.6362480430305004
1222400,0.11892154298722744,0.6093193797022104,0.3641204613447189,0.3234917835146189,0.3110544418543577,0.3172731126844883
1254400,0.44539258498698475,0.7327988206595183,0.5890957028232515,1.2320215481519698,1.2163234147429467,1.2241724814474582
1286400,0.47612985789775847,1.3468872462958097,0.911508552096784,0.5285822470486164,0.5399247620999813,0.5342535045742989
1318400,0.6214330587536097,0.5389911316335201,0.5802120951935649,1.0752348411083221,1.1076297962665558,1.0914323186874388
1350400,0.5591340714693069,1.633655258808285,1.0963946651387961,0.6712938879430294,0.6544651036709547,0.662879495806992
1382400,0.6685390868782997,1.2637528062984347,0.9661459465883672,0.9952588820457459,1.0068599033355712,1.0010593926906586
1414400,0.41753655910491944,0.823261277526617,0.6203989183157682,0.28315708331763745,0.26066142991185187,0.27190925661474463
1446400,1.1522687565535308,0.5911817811429501,0.8717252688482404,0.1618193157017231,0.16077196806669236,0.16129564188420772
1478400,0.3525697385519743,0.922902402766049,0.6377360706590116,0.5343310207128524,0.5651100006699562,0.5497205106914043
1510400,1.4406087515875696,1.0080340314283966,1.2243213915079831,0.31921857960522176,0.3203572987020016,0.3197879391536117
1542400,0.23674873605370522,0.8548489946126938,0.5457988653331995,0.5489991234242916,0.5416874322295189,0.5453432778269052
1574400,0.7506819482147694,0.9316913132369519,0.8411866307258606,0.5701397965848446,0.5382142409682273,0.554177018776536
1606400,1.1974731990322471,0.4294423773139715,0.8134577881731093,0.25267691373825074,0.24552931927144528,0.249103116504848
1638400,1.1773219630122185,0.6267294235527515,0.902025693282485,0.11898795109242201,0.12484249643981457,0.1219152237661183
1670400,0.5889161632955074,1.2019459538906814,0.8954310585930945,0.8122241839766502,0.8110404390096665,0.8116323114931583
1702400,0.6673328098654747,0.8772025780379772,0.7722676939517259,0.4512893097102642,0.4562794044613838,0.453784357085824
1734400,0.9028256642818451,1.016300275325775,0.9595629698038101,0.7259471367299557,0.7295889586210251,0.7277680476754904
1766400,1.1301885598991066,0.7921173323690891,0.9611529461340979,0.7025068366527557,0.6960622802376747,0.6992845584452152
1798400,0.6675591772794723,1.0252949466556311,0.8464270619675518,0.46797485306859016,0.46767876118421553,0.46782680712640284
1830400,0.3913953222334385,1.3331126156449318,0.8622539689391852,0.7521058022975922,0.7604348964989185,0.7562703493982553
1862400,1.2232039207220078,0.5029183825105429,0.8630611516162754,0.15111611366271974,0.15783444225788115,0.15447527796030044
1894400,1.3033588311076165,0.5360972028970719,0.9197280170023442,0.46917791441082957,0.47116514697670936,0.4701715306937695
1926400,0.11323068377561868,0.09503623440861703,0.10413345909211785,0.7241266480088234,0.7207679960131645,0.7224473220109939
1958400,0.966716415733099,1.6377254524081946,1.3022209340706468,0.4434878945350647,0.4724080713093281,0.4579479829221964
1990400,1.147189974784851,1.6210184855014085,1.3841042301431297,0.351140014603734,0.3415298821777105,0.34633494839072226
